"X","Running_no","Cruise_no","Filter_no","Filter_name","Vac_valve","Operator","Comments","Date","Cruise","Station_name","CTD_station","Depth","Niskin","Bottle","Sample_type","Filter","Chip_number","x","Plate","sample_type","well","Season","Location","Month","Year","Date_2"
920,94,2021614,"24","X2021614_24",22,"GGU","","24.06.2021",2021614,"BA_F",644,53,"5","5","Pycnocline",24,NA,920,"Plate_NH","e_sample","H2","Summer","BA","06","2021","2021_06"
924,98,2021614,"149","X2021614_149",2,"GGU","","26.06.2021",2021614,"BE_A",689,148.4,"3","3","Bottom",149,NA,924,"Plate_NH","e_sample","A3","Summer","BE","06","2021","2021_06"
926,100,2021614,"138","X2021614_138",4,"GGU","","26.06.2021",2021614,"BE_F",688,10.6,"9","9 B","Surface",138,NA,926,"Plate_NH","e_sample","B3","Summer","BE","06","2021","2021_06"
929,103,2021614,"145","X2021614_145",7,"GGU","","26.06.2021",2021614,"BE_A",689,NA,"","Miliq","BLW",145,NA,929,"Plate_NH","BLW","C3","Summer","BE","06","2021","2021_06"
931,105,2021614,"25","X2021614_25",9,"GGU","","24.06.2021",2021614,"BA_F",644,11.7,"9","9","Surface",25,NA,931,"Plate_NH","e_sample","D3","Summer","BA","06","2021","2021_06"
932,106,2021614,"136","X2021614_136",10,"GGU","","26.06.2021",2021614,"BE_F",688,166.2,"2","2 B","Bottom",136,NA,932,"Plate_NH","e_sample","E3","Summer","BE","06","2021","2021_06"
935,109,2021614,"178","X2021614_178",13,"GGU","","26.06.2021",2021614,"BE_E",695,113.9,"2","2 B","Bottom",178,NA,935,"Plate_NH","e_sample","F3","Summer","BE","06","2021","2021_06"
936,110,2021614,"46","X2021614_46",14,"GGU","","24.06.2021",2021614,"BA_A",646,105,"3","3","Bottom",46,NA,936,"Plate_NH","e_sample","G3","Summer","BA","06","2021","2021_06"
937,111,2021614,"217","X2021614_217",15,"GGU","","28.06.2021",2021614,"OL_A",752,84,"4","4","Bottom",217,NA,937,"Plate_NH","e_sample","H3","Summer","OL","06","2021","2021_06"
938,112,2021614,"185","X2021614_185",16,"GGU","","26.06.2021",2021614,"BE_E",695,31.9,"6","7 B","Pycnocline",185,NA,938,"Plate_NH","e_sample","A4","Summer","BE","06","2021","2021_06"
939,113,2021614,"167","X2021614_167",17,"GGU","","26.06.2021",2021614,"BE_D",693,52.5,"5","5","Pycnocline",167,NA,939,"Plate_NH","e_sample","B4","Summer","BE","06","2021","2021_06"
942,116,2021614,"168","X2021614_168",20,"GGU","","26.06.2021",2021614,"BE_D",693,11.1,"9","9","Surface",168,NA,942,"Plate_NH","e_sample","C4","Summer","BE","06","2021","2021_06"
944,118,2021614,"3","X2021614_3",22,"GGU","","24.06.2021",2021614,"BA_K",641,80.5,"2","2","Bottom",3,NA,944,"Plate_NH","e_sample","D4","Summer","BA","06","2021","2021_06"
947,121,2021614,"37","X2021614_37",1,"GGU","","24.06.2021",2021614,"BA_D",645,53,"6","6 B","Pycnocline",37,NA,947,"Plate_NH","e_sample","E4","Summer","BA","06","2021","2021_06"
948,122,2021614,"113","X2021614_113",2,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"FR_B",684,21.1,"7","7","Pycnocline",113,NA,948,"Plate_NH","e_sample","F4","Summer","FR","06","2021","2021_06"
949,123,2021614,"96","X2021614_96",3,"GGU","","26.06.2021",2021614,"FR_C",683,67.7,"2","2 B","Bottom",96,NA,949,"Plate_NH","e_sample","G4","Summer","FR","06","2021","2021_06"
950,124,2021614,"106","X2021614_106",4,"GGU","","26.06.2021",2021614,"FR_B",684,67.4,"2","2","Bottom",106,NA,950,"Plate_NH","e_sample","H4","Summer","FR","06","2021","2021_06"
951,125,2021614,"5","X2021614_5",5,"GGU","Very green colour","24.06.2021",2021614,"BA_K",641,10.6,"9","9","Surface",5,NA,951,"Plate_NH","e_sample","A5","Summer","BA","06","2021","2021_06"
952,126,2021614,"50","X2021614_50",6,"GGU","","24.06.2021",2021614,"BA_A",646,51.7,"7","7","Pycnocline",50,NA,952,"Plate_NH","e_sample","B5","Summer","BA","06","2021","2021_06"
953,127,2021614,"44","X2021614_44",7,"GGU","Too little ST1B concentraction, maybe blank","24.06.2021",2021614,"BA_A",646,51.7,"5","5","Pycnocline",44,NA,953,"Plate_NH","e_sample","C5","Summer","BA","06","2021","2021_06"
954,128,2021614,"7","X2021614_7",8,"GGU","","24.06.2021",2021614,"BA_K",641,50.8,"6","6","Pycnocline",7,NA,954,"Plate_NH","e_sample","D5","Summer","BA","06","2021","2021_06"
955,129,2021614,"38","X2021614_38",9,"GGU","","24.06.2021",2021614,"BA_D",645,11.3,"10","10 B","Surface",38,NA,955,"Plate_NH","e_sample","E5","Summer","BA","06","2021","2021_06"
956,130,2021614,"102","X2021614_102",10,"GGU","","26.06.2021",2021614,"FR_C",683,67.7,"4","4 B","Bottom",102,NA,956,"Plate_NH","e_sample","F5","Summer","FR","06","2021","2021_06"
957,131,2021614,"EB171121","X2021614_EB171121",11,"GGU","","",NA,"",NA,NA,"","","",NA,NA,957,"Plate_NH","EB","B7",NA,NA,"","","_"
959,133,2021614,"172","X2021614_172",13,"GGU","","26.06.2021",2021614,"BE_D",693,206.5,"4","4","Bottom",172,NA,959,"Plate_NH","e_sample","G5","Summer","BE","06","2021","2021_06"
960,134,2021614,"157","X2021614_157",14,"GGU","","26.06.2021",2021614,"BE_C",691,30,"5","5 B","Pycnocline",157,NA,960,"Plate_NH","e_sample","H5","Summer","BE","06","2021","2021_06"
961,135,2021614,"8","X2021614_8",15,"GGU","Hard to flush MBL in the filter","24.06.2021",2021614,"BA_K",641,10.6,"12","10","Surface",8,NA,961,"Plate_NH","e_sample","A6","Summer","BA","06","2021","2021_06"
962,136,2021614,"127","X2021614_127",16,"GGU","","26.06.2021",2021614,"BE_H",687,19.8,"5","5","Pycnocline",127,NA,962,"Plate_NH","e_sample","B6","Summer","BE","06","2021","2021_06"
963,137,2021614,"174","X2021614_174",17,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"BE_D",693,11.1,"11","11","Surface",174,NA,963,"Plate_NH","e_sample","C6","Summer","BE","06","2021","2021_06"
964,138,2021614,"1","X2021614_1",18,"GGU","Too little ST1B concentraction, maybe blank","24.06.2021",2021614,"",641,NA,"","","BLA",1,NA,964,"Plate_NH","BLA","D6","Summer",NA,"06","2021","2021_06"
965,139,2021614,"100","X2021614_100",19,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"FR_C",683,27,"6","6 B","Pycnocline",100,NA,965,"Plate_NH","e_sample","E6","Summer","FR","06","2021","2021_06"
966,140,2021614,"126","X2021614_126",20,"GGU","","26.06.2021",2021614,"BE_H",687,55.2,"2","2","Bottom",126,NA,966,"Plate_NH","e_sample","F6","Summer","BE","06","2021","2021_06"
967,141,2021614,"104","X2021614_104",21,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"FR_C",683,11.1,"11","11 B","Surface",104,NA,967,"Plate_NH","e_sample","G6","Summer","FR","06","2021","2021_06"
968,142,2021614,"159","X2021614_159",22,"GGU","","26.06.2021",2021614,"BE_C",691,175.9,"3","3 B","Bottom",159,NA,968,"Plate_NH","e_sample","H6","Summer","BE","06","2021","2021_06"
969,143,2021614,"158","X2021614_158",23,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"BE_C",691,10.4,"9","9 B","Surface",158,NA,969,"Plate_NH","e_sample","A7","Summer","BE","06","2021","2021_06"
973,147,2021614,"183","X2021614_183",3,"GGU","Hard to flush MBL in the filter;Dont know how long the 3rd vortex took","26.06.2021",2021614,"BE_E",695,11.6,"10","10 B","Surface",183,NA,973,"Plate_NH","e_sample","C7","Summer","BE","06","2021","2021_06"
975,149,2021614,"11","X2021614_11",5,"GGU","Very green colour;Dont know how long the 3rd vortex took","24.06.2021",2021614,"BA_K",641,10.6,"11","11","Surface",11,NA,975,"Plate_NH","e_sample","D7","Summer","BA","06","2021","2021_06"
976,150,2021614,"147","X2021614_147",6,"GGU","Hard to flush MBL in the filter;Dont know how long the 3rd vortex took","26.06.2021",2021614,"BE_A",689,31.7,"5","5","Pycnocline",147,NA,976,"Plate_NH","e_sample","E7","Summer","BE","06","2021","2021_06"
977,151,2021614,"9","X2021614_9",7,"GGU","Dont know how long the 3rd vortex took","24.06.2021",2021614,"BA_K",641,80.5,"4","4","Bottom",9,NA,977,"Plate_NH","e_sample","F7","Summer","BA","06","2021","2021_06"
978,152,2021614,"162","X2021614_162",8,"GGU","Dont know how long the 3rd vortex took","26.06.2021",2021614,"BE_C",691,175.9,"4","4 B","Bottom",162,NA,978,"Plate_NH","e_sample","G7","Summer","BE","06","2021","2021_06"
980,154,2021614,"156","X2021614_156",10,"GGU","Dont know how long the 3rd vortex took","26.06.2021",2021614,"BE_C",691,175.9,"2","2 B","Bottom",156,NA,980,"Plate_NH","e_sample","H7","Summer","BE","06","2021","2021_06"
981,155,2021614,"153","X2021614_153",11,"GGU","Dont know how long the 3rd vortex took","26.06.2021",2021614,"BE_A",689,31.7,"7","7","Pycnocline",153,NA,981,"Plate_NH","e_sample","A8","Summer","BE","06","2021","2021_06"
982,156,2021614,"EB181121","X2021614_EB181121",12,"GGU","Dont know how long the 3rd vortex took","",NA,"",NA,NA,"","","",NA,NA,982,"Plate_NH","EB","B8",NA,NA,"","","_"
983,157,2021614,"170","X2021614_170",1,"GGU","","26.06.2021",2021614,"BE_D",693,52.5,"6","6","Pycnocline",170,NA,983,"Plate_NH","e_sample","C8","Summer","BE","06","2021","2021_06"
984,158,2021614,"131","X2021614_131",2,"GGU","","26.06.2021",2021614,"BE_H",687,10.2,"10","10","Surface",131,NA,984,"Plate_NH","e_sample","D8","Summer","BE","06","2021","2021_06"
985,159,2021614,"216","X2021614_216",3,"GGU","Hard to flush MBL in the filter","28.06.2021",2021614,"OL_A",752,9.9,"10","10","Surface",216,NA,985,"Plate_NH","e_sample","E8","Summer","OL","06","2021","2021_06"
986,160,2021614,"83","X2021614_83",4,"GGU","","25.06.2021",2021614,"",NA,NA,"","Bottom","Pipe Blank Bottom",83,NA,986,"Plate_NH","BLW","F8","Summer",NA,"06","2021","2021_06"
988,162,2021614,"211","X2021614_211",6,"GGU","","28.06.2021",2021614,"OL_A",752,84,"2","2","Bottom",211,NA,988,"Plate_NH","e_sample","G8","Summer","OL","06","2021","2021_06"
991,165,2021614,"169","X2021614_169",9,"GGU","","26.06.2021",2021614,"BE_D",693,206.5,"3","3","Bottom",169,NA,991,"Plate_NH","e_sample","H8","Summer","BE","06","2021","2021_06"
992,166,2021614,"128","X2021614_128",10,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"BE_H",687,10.2,"9","9","Surface",128,NA,992,"Plate_NH","e_sample","A9","Summer","BE","06","2021","2021_06"
995,169,2021614,"164","X2021614_164",13,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"BE_C",691,10.4,"11","11 B","Surface",164,NA,995,"Plate_NH","e_sample","B9","Summer","BE","06","2021","2021_06"
996,170,2021614,"10","X2021614_10",14,"GGU","","24.06.2021",2021614,"BA_K",641,50.8,"7","7","Pycnocline",10,NA,996,"Plate_NH","e_sample","C9","Summer","BA","06","2021","2021_06"
999,173,2021614,"160","X2021614_160",17,"GGU","","26.06.2021",2021614,"BE_C",691,30,"7","6 B","Pycnocline",160,NA,999,"Plate_NH","e_sample","D9","Summer","BE","06","2021","2021_06"
1001,175,2021614,"4","X2021614_4",19,"GGU","","24.06.2021",2021614,"BA_K",641,50.8,"5","5","Pycnocline",4,NA,1001,"Plate_NH","e_sample","E9","Summer","BA","06","2021","2021_06"
1002,176,2021614,"121","X2021614_121",20,"GGU","","26.06.2021",2021614,"FR_A",685,10.7,"10","10 B","Surface",121,NA,1002,"Plate_NH","e_sample","F9","Summer","FR","06","2021","2021_06"
1004,178,2021614,"163","X2021614_163",22,"GGU","","26.06.2021",2021614,"BE_C",691,30,"6","7 B","Pycnocline",163,NA,1004,"Plate_NH","e_sample","G9","Summer","BE","06","2021","2021_06"
1008,182,2021614,"40","X2021614_40",2,"GGU","","24.06.2021",2021614,"BA_D",645,53,"7","7 B","Pycnocline",40,NA,1008,"Plate_NH","e_sample","H9","Summer","BA","06","2021","2021_06"
1010,184,2021614,"48","X2021614_48",4,"GGU","Too little ST1B concentraction; very green-ish; super slow pass through the filter of MR solution","24.06.2021",2021614,"BA_A",646,10.3,"10","10","Surface",48,NA,1010,"Plate_NH","e_sample","A10","Summer","BA","06","2021","2021_06"
1011,185,2021614,"180","X2021614_180",5,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"BE_E",695,11.6,"9","9 B","Surface",180,NA,1011,"Plate_NH","e_sample","B10","Summer","BE","06","2021","2021_06"
1012,186,2021614,"107","X2021614_107",6,"GGU","","26.06.2021",2021614,"FR_B",684,21.1,"5","5","Pycnocline",107,NA,1012,"Plate_NH","e_sample","C10","Summer","FR","06","2021","2021_06"
1013,187,2021614,"43","X2021614_43",7,"GGU","","24.06.2021",2021614,"BA_A",646,105,"2","2","Bottom",43,NA,1013,"Plate_NH","e_sample","D10","Summer","BA","06","2021","2021_06"
1014,188,2021614,"103","X2021614_103",8,"GGU","","26.06.2021",2021614,"FR_C",683,27,"7","7 B","Pycnocline",103,NA,1014,"Plate_NH","e_sample","E10","Summer","FR","06","2021","2021_06"
1015,189,2021614,"181","X2021614_181",9,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"BE_E",695,113.9,"3","3 B","Bottom",181,NA,1015,"Plate_NH","e_sample","F10","Summer","BE","06","2021","2021_06"
1016,190,2021614,"101","X2021614_101",10,"GGU","","26.06.2021",2021614,"FR_C",683,11.1,"10","10 B","Surface",101,NA,1016,"Plate_NH","e_sample","G10","Summer","FR","06","2021","2021_06"
1019,193,2021614,"171","X2021614_171",13,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"BE_D",693,11.1,"10","10","Surface",171,NA,1019,"Plate_NH","e_sample","H10","Summer","BE","06","2021","2021_06"
1020,194,2021614,"16","X2021614_16",14,"GGU","","24.06.2021",2021614,"BA_H",642,126.1,"3","3 B","Bottom",16,NA,1020,"Plate_NH","e_sample","A11","Summer","BA","06","2021","2021_06"
1021,195,2021614,"179","X2021614_179",15,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"BE_E",695,31.9,"5","5 B","Pycnocline",179,NA,1021,"Plate_NH","e_sample","B11","Summer","BE","06","2021","2021_06"
1022,196,2021614,"26","X2021614_26",16,"GGU","","24.06.2021",2021614,"BA_F",644,176.3,"3","3","Bottom",26,NA,1022,"Plate_NH","e_sample","C11","Summer","BA","06","2021","2021_06"
1023,197,2021614,"129","X2021614_129",17,"GGU","","26.06.2021",2021614,"BE_H",687,55.2,"3","3","Bottom",129,NA,1023,"Plate_NH","e_sample","D11","Summer","BE","06","2021","2021_06"
1024,198,2021614,"154","X2021614_154",18,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"BE_A",689,10.6,"11","11","Surface",154,NA,1024,"Plate_NH","e_sample","E11","Summer","BE","06","2021","2021_06"
1025,199,2021614,"17","X2021614_17",19,"GGU","","24.06.2021",2021614,"BA_H",642,50.9,"6","6 B","Pycnocline",17,NA,1025,"Plate_NH","e_sample","F11","Summer","BA","06","2021","2021_06"
1026,200,2021614,"51","X2021614_51",20,"GGU","","24.06.2021",2021614,"BA_A",646,10.3,"11","11","Surface",51,NA,1026,"Plate_NH","e_sample","G11","Summer","BA","06","2021","2021_06"
1027,201,2021614,"108","X2021614_108",21,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"FR_B",684,10.6,"9","9","Surface",108,NA,1027,"Plate_NH","e_sample","H11","Summer","FR","06","2021","2021_06"
1028,202,2021614,"27","X2021614_27",22,"GGU","","24.06.2021",2021614,"BA_F",644,53,"6","6","Pycnocline",27,NA,1028,"Plate_NH","e_sample","A12","Summer","BA","06","2021","2021_06"
1029,203,2021614,"151","X2021614_151",23,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"BE_A",689,10.6,"10","10","Surface",151,NA,1029,"Plate_NH","e_sample","B12","Summer","BE","06","2021","2021_06"
1031,205,2021614,"120","X2021614_120",1,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"FR_A",685,26.5,"7","6 B","Pycnocline",120,NA,1031,"Plate_NH","e_sample","C12","Summer","FR","06","2021","2021_06"
1034,208,2021614,"19","X2021614_19",4,"GGU","","24.06.2021",2021614,"BA_H",642,126.1,"4","4 B","Bottom",19,NA,1034,"Plate_NH","e_sample","D12","Summer","BA","06","2021","2021_06"
1035,209,2021614,"161","X2021614_161",5,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"BE_C",691,10.4,"10","10 B","Surface",161,NA,1035,"Plate_NH","e_sample","E12","Summer","BE","06","2021","2021_06"
1036,210,2021614,"130","X2021614_130",6,"GGU","","26.06.2021",2021614,"BE_H",687,19.8,"6","6","Pycnocline",130,NA,1036,"Plate_NH","e_sample","F12","Summer","BE","06","2021","2021_06"
1037,211,2021614,"118","X2021614_118",7,"GGU","Too little ST1B concentraction","26.06.2021",2021614,"FR_A",685,10.7,"9","9 B","Surface",118,NA,1037,"Plate_NH","e_sample","G12","Summer","FR","06","2021","2021_06"
1039,213,2021614,"31","X2021614_31",9,"GGU","Hard to flush MBL in the filter","24.06.2021",2021614,"BA_F",644,11.7,"11","11","Surface",31,NA,1039,"Plate_NH","e_sample","H12","Summer","BA","06","2021","2021_06"
1043,217,2021614,"6","X2021614_6",1,"GGU","","24.06.2021",2021614,"BA_K",641,80.5,"3","3","Bottom",6,NA,1043,"Plate_NI","e_sample","E1","Summer","BA","06","2021","2021_06"
1044,218,2021614,"34","X2021614_34",2,"GGU","","24.06.2021",2021614,"BA_D",645,53,"5","5 B","Pycnocline",34,NA,1044,"Plate_NI","e_sample","F1","Summer","BA","06","2021","2021_06"
1045,219,2021614,"173","X2021614_173",3,"GGU","","26.06.2021",2021614,"BE_D",693,52.5,"7","7","Pycnocline",173,NA,1045,"Plate_NI","e_sample","G1","Summer","BE","06","2021","2021_06"
1048,222,2021614,"21","X2021614_21",6,"GGU","Hard to flush MBL in the filter; very green-ish","24.06.2021",2021614,"BA_H",642,10.7,"11","11 B","Surface",21,NA,1048,"Plate_NI","e_sample","H1","Summer","BA","06","2021","2021_06"
1050,224,2021614,"98","X2021614_98",8,"GGU","Hard to flush MBL in the filter","26.06.2021",2021614,"FR_C",683,11.1,"9","9 B","Surface",98,NA,1050,"Plate_NI","e_sample","A2","Summer","FR","06","2021","2021_06"
1051,225,2021614,"30","X2021614_30",9,"GGU","Hard to flush MBL in the filter","24.06.2021",2021614,"BA_F",644,53,"7","7","Pycnocline",30,NA,1051,"Plate_NI","e_sample","B2","Summer","BA","06","2021","2021_06"
1052,226,2021614,"EB221121","X2021614_EB221121_3",10,"GGU","","",NA,"",NA,NA,"","","",NA,NA,1052,"Plate_NI","EB","D2",NA,NA,"","","_"
1054,2,2021512,"3","X2021512_3",2,"GGU","Too hard to flush MBL solution","09.10.2021",2021512,"OL_A",NA,10,"10","4","Surface",3,NA,1054,"Plate_NL","e_sample","E4","Autumn","OL","10","2021","2021_10"
1055,3,2021512,"54","X2021512_54",3,"GGU","","10.10.2021",2021512,"FR_A",NA,NA,"","","BLA",54,NA,1055,"Plate_NL","BLA","F4","Autumn","FR","10","2021","2021_10"
1060,8,2021512,"9","X2021512_9",8,"GGU","Too hard to flush MBL solution","09.10.2021",2021512,"OL_A",NA,60,"51","3","Pycnocline",9,NA,1060,"Plate_NL","e_sample","G4","Autumn","OL","10","2021","2021_10"
1061,9,2021512,"45","X2021512_45",9,"GGU","Too hard to flush MBL solution","10.10.2021",2021512,"FR_A",NA,45,"45","4","Pycnocline",45,NA,1061,"Plate_NL","e_sample","H4","Autumn","FR","10","2021","2021_10"
1062,10,2021512,"4","X2021512_4",10,"GGU","Too hard to flush MBL solution","09.10.2021",2021512,"OL_A",NA,10,"10","5","Surface",4,NA,1062,"Plate_NL","e_sample","A5","Autumn","OL","10","2021","2021_10"
1067,15,2021512,"100","X2021512_100",15,"GGU","","10.10.2021",2021512,"FR_C",NA,10,"10","2","Surface",100,NA,1067,"Plate_NL","e_sample","B5","Autumn","FR","10","2021","2021_10"
1069,17,2021512,"52","X2021512_52",17,"GGU","","10.10.2021",2021512,"FR_A",NA,10,"9","4","Surface",52,NA,1069,"Plate_NL","e_sample","C5","Autumn","FR","10","2021","2021_10"
1070,18,2021512,"129","X2021512_129",18,"GGU","","10.10.2021",2021512,"FR_D",NA,44,"40","3","Bottom",129,NA,1070,"Plate_NL","e_sample","D5","Autumn","FR","10","2021","2021_10"
1071,19,2021512,"50","X2021512_50",19,"GGU","","10.10.2021",2021512,"FR_A",NA,75,"71","3","Bottom",50,NA,1071,"Plate_NL","e_sample","E5","Autumn","FR","10","2021","2021_10"
1074,22,2021512,"95","X2021512_95",22,"GGU","","10.10.2021",2021512,"FR_C",NA,70,"69","2","Bottom",95,NA,1074,"Plate_NL","e_sample","F5","Autumn","FR","10","2021","2021_10"
1077,25,2021512,"48","X2021512_48",1,"GGU","","10.10.2021",2021512,"FR_A",NA,45,"45","5","Pycnocline",48,NA,1077,"Plate_NL","e_sample","G5","Autumn","FR","10","2021","2021_10"
1078,26,2021512,"72","X2021512_72",2,"GGU","","10.10.2021",2021512,"FR_B",NA,30,"28","6","Pycnocline",72,NA,1078,"Plate_NL","e_sample","H5","Autumn","FR","10","2021","2021_10"
1083,31,2021512,"124","X2021512_124",7,"GGU","Too hard to flush MBL solution","10.10.2021",2021512,"FR_D",NA,30,"31","4","Pycnocline",124,NA,1083,"Plate_NL","e_sample","A6","Autumn","FR","10","2021","2021_10"
1085,33,2021512,"125","X2021512_125",9,"GGU","Too hard to flush MBL solution","10.10.2021",2021512,"FR_D",NA,10,"10","2","Surface",125,NA,1085,"Plate_NL","e_sample","B6","Autumn","FR","10","2021","2021_10"
1087,35,2021512,"103","X2021512_103",11,"GGU","","10.10.2021",2021512,"FR_C",NA,70,"65","3","Bottom",103,NA,1087,"Plate_NL","e_sample","C6","Autumn","FR","10","2021","2021_10"
1090,38,2021512,"101","X2021512_101",14,"GGU","","10.10.2021",2021512,"FR_C",NA,10,"9","4","Surface",101,NA,1090,"Plate_NL","e_sample","D6","Autumn","FR","10","2021","2021_10"
1097,45,2021512,"49","X2021512_49",21,"GGU","Too hard to flush MBL solution","10.10.2021",2021512,"FR_A",NA,10,"9","3","Surface",49,NA,1097,"Plate_NL","e_sample","E6","Autumn","FR","10","2021","2021_10"
1098,46,2021512,"130","X2021512_130",22,"GGU","Too hard to flush MBL solution","10.10.2021",2021512,"FR_D",NA,30,"29","6","Pycnocline",130,NA,1098,"Plate_NL","e_sample","F6","Autumn","FR","10","2021","2021_10"
1103,51,2021512,"39","X2021512_39",3,"GGU","","09.10.2021",2021512,"OL_B",NA,40,"32","6","Pycnocline",39,NA,1103,"Plate_NL","e_sample","G6","Autumn","OL","10","2021","2021_10"
1105,53,2021512,"128","X2021512_128",5,"GGU","Too hard to flush MBL solution","10.10.2021",2021512,"FR_D",NA,10,"9","3","Surface",128,NA,1105,"Plate_NL","e_sample","H6","Autumn","FR","10","2021","2021_10"
1107,55,2021512,"133","X2021512_133",7,"GGU","","10.10.2021",2021512,"FR_D",NA,NA,"","","BLA",133,NA,1107,"Plate_NL","BLA","A7","Autumn","FR","10","2021","2021_10"
1110,58,2021512,"71","X2021512_71",10,"GGU","","10.10.2021",2021512,"FR_B",NA,55,"51","3","Bottom",71,NA,1110,"Plate_NL","e_sample","B7","Autumn","FR","10","2021","2021_10"
1114,62,2021512,"161","X2021512_161",14,"GGU","","11.10.2021",2021512,"OL_C",NA,79,"78","3","Bottom",161,NA,1114,"Plate_NL","e_sample","C7","Autumn","OL","10","2021","2021_10"
1117,65,2021512,"160","X2021512_160",17,"GGU","","11.10.2021",2021512,"OL_C",NA,10,"9","3","Surface",160,NA,1117,"Plate_NL","e_sample","D7","Autumn","OL","10","2021","2021_10"
1118,66,2021512,"37","X2021512_37",18,"GGU","","09.10.2021",2021512,"OL_B",NA,10,"8","5","Surface",37,NA,1118,"Plate_NL","e_sample","E7","Autumn","OL","10","2021","2021_10"
1120,68,2021512,"40","X2021512_40",20,"GGU","","09.10.2021",2021512,"OL_B",NA,10,"7","6","Surface",40,NA,1120,"Plate_NL","e_sample","F7","Autumn","OL","10","2021","2021_10"
1121,69,2021512,"69","X2021512_69",21,"GGU","","10.10.2021",2021512,"FR_B",NA,30,"30","5","Pycnocline",69,NA,1121,"Plate_NL","e_sample","G7","Autumn","FR","10","2021","2021_10"
1122,70,2021512,"51","X2021512_51",22,"GGU","","10.10.2021",2021512,"FR_A",NA,45,"45","6","Pycnocline",51,NA,1122,"Plate_NL","e_sample","H7","Autumn","FR","10","2021","2021_10"
1123,71,2021512,"132","X2021512_132",23,"GGU","","10.10.2021",2021512,"FR_D",NA,NA,"","","BLW",132,NA,1123,"Plate_NL","BLW","A8","Autumn","FR","10","2021","2021_10"
1125,73,2021512,"158","X2021512_158",1,"GGU","","11.10.2021",2021512,"OL_C",NA,79,"80","2","Bottom",158,NA,1125,"Plate_NL","e_sample","B8","Autumn","OL","10","2021","2021_10"
1126,74,2021512,"46","X2021512_46",2,"GGU","","10.10.2021",2021512,"FR_A",NA,10,"10","2","Surface",46,NA,1126,"Plate_NL","e_sample","C8","Autumn","FR","10","2021","2021_10"
1127,75,2021512,"65","X2021512_65",3,"GGU","","10.10.2021",2021512,"FR_B",NA,55,"57","1","Bottom",65,NA,1127,"Plate_NL","e_sample","D8","Autumn","FR","10","2021","2021_10"
1130,78,2021512,"47","X2021512_47",6,"GGU","","10.10.2021",2021512,"FR_A",NA,75,"75","2","Bottom",47,NA,1130,"Plate_NL","e_sample","E8","Autumn","FR","10","2021","2021_10"
1131,79,2021512,"73","X2021512_73",7,"GGU","","10.10.2021",2021512,"FR_B",NA,10,"9","3","Surface",73,NA,1131,"Plate_NL","e_sample","F8","Autumn","FR","10","2021","2021_10"
1133,81,2021512,"127","X2021512_127",9,"GGU","","10.10.2021",2021512,"FR_D",NA,30,"31","5","Pycnocline",127,NA,1133,"Plate_NL","e_sample","G8","Autumn","FR","10","2021","2021_10"
1138,86,2021512,"5","X2021512_5",2,"GGU","","09.10.2021",2021512,"OL_A",NA,60,"58","2","Pycnocline",5,NA,1138,"Plate_NL","e_sample","H8","Autumn","OL","10","2021","2021_10"
1139,87,2021512,"159","X2021512_159",3,"GGU","Too hard to flush MBL solution","11.10.2021",2021512,"OL_C",NA,35,"35","5","Pycnocline",159,NA,1139,"Plate_NL","e_sample","A9","Autumn","OL","10","2021","2021_10"
1141,89,2021512,"123","X2021512_123",5,"GGU","","10.10.2021",2021512,"FR_D",NA,45,"47","1","Bottom",123,NA,1141,"Plate_NL","e_sample","B9","Autumn","FR","10","2021","2021_10"
1142,90,2021512,"156","X2021512_156",6,"GGU","","11.10.2021",2021512,"OL_C",NA,35,"35","4","Pycnocline",156,NA,1142,"Plate_NL","e_sample","C9","Autumn","OL","10","2021","2021_10"
1143,91,2021512,"35","X2021512_35",7,"GGU","","09.10.2021",2021512,"OL_B",NA,80,"80","2","Bottom",35,NA,1143,"Plate_NL","e_sample","D9","Autumn","OL","10","2021","2021_10"
1146,94,2021512,"34","X2021512_34",10,"GGU","","09.10.2021",2021512,"OL_B",NA,10,"10","4","Surface",34,NA,1146,"Plate_NL","e_sample","E9","Autumn","OL","10","2021","2021_10"
1149,97,2021512,"98","X2021512_98",13,"GGU","","10.10.2021",2021512,"FR_C",NA,70,"74","1","Bottom",98,NA,1149,"Plate_NL","e_sample","F9","Autumn","FR","10","2021","2021_10"
